Путь;Имя файла;№ поля;Имя поля;Тип;Тип (расшифровка);Длина;Знаков после запятой;Флаги
ARXIV/UDH3/UDH3/none/FOXUSER.DBF;FOXUSER.DBF;5;CKVAL;N;числовой;6;0;
ARXIV/UDH3/UDH3/none/FOXUSER.DBF;FOXUSER.DBF;6;DATA;M;memo (текст);4;0;
ARXIV/UDH3/UDH3/none/FOXUSER.DBF;FOXUSER.DBF;7;UPDATED;D;дата;8;0;
ARXIV/UDH3/UDH3/none/RAYON.DBF;RAYON.DBF;1;RAYON;C;символьный;30;0;
ARXIV/UDH3/UDH3/none/RAYON.DBF;RAYON.DBF;2;N;N;числовой;2;0;
ARXIV/UDH3/UDH3/none/UKAZ.DBF;UKAZ.DBF;1;UKAZANIE;C;символьный;100;0;
ARXIV/UDH3/UDH3/none/UKAZ.DBF;UKAZ.DBF;2;NU;N;числовой;2;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;1;IDENT_COD;N;числовой;7;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;2;YEARS;N;числовой;4;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;3;SKIDKA;N;числовой;2;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;4;ZACHEM;C;символьный;15;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;5;S_GILOY;N;числовой;7;3;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;6;ST1M;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;7;DTG;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;8;KRG;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;9;NACHIS;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;10;M1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;11;M2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;12;M3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;13;NDS1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;14;HF1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;15;SKID1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;16;DT1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;17;KR1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;18;M4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;19;M5;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;20;M6;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;21;NDS2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;22;HF2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;23;SKID2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;24;DT2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;25;KR2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;26;M7;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;27;M8;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;28;M9;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;29;NDS3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;30;HF3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;31;SKID3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;32;DT3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;33;KR3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;34;M10;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;35;M11;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;36;M12;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;37;NDS4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;38;HF;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;39;SKID4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;40;DT4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.BAK;buh.BAK;41;KR4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;1;IDENT_COD;N;числовой;7;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;2;YEARS;N;числовой;4;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;3;SKIDKA;N;числовой;2;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;4;ZACHEM;C;символьный;15;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;5;S_GILOY;N;числовой;7;3;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;6;ST1M;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;7;DTG;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;8;KRG;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;9;NACHIS;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;10;M1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;11;M2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;12;M3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;13;NDS1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;14;HF1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;15;SKID1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;16;DT1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;17;KR1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;18;M4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;19;M5;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;20;M6;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;21;NDS2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;22;HF2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;23;SKID2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;24;DT2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;25;KR2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;26;M7;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;27;M8;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;28;M9;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;29;NDS3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;30;HF3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;31;SKID3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;32;DT3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;33;KR3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;34;M10;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;35;M11;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;36;M12;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;37;NDS4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;38;HF4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;39;SKID4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;40;DT4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;41;KR4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;42;DTI;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buh.dbf;buh.dbf;43;KRI;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;1;IDENT_COD;N;числовой;7;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;2;N_DOGOVOR;N;числовой;10;0;допускает NULL
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;3;N_DACH;C;символьный;15;0;допускает NULL
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;4;EXP_4;C;символьный;67;0;допускает NULL
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;5;EXP_5;C;символьный;82;0;допускает NULL
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;6;TELEFON;C;символьный;20;0;допускает NULL
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;7;S_GILOY;N;числовой;7;3;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;8;ST1M;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;9;DTG;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;10;KRG;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;11;NACHIS;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;12;M1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;13;M2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;14;M3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;15;NDS1;N;числовой;2;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;16;HF1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;17;DT1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;18;KR1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;19;M4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;20;M5;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;21;M6;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;22;NDS2;N;числовой;2;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;23;HF2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;24;DT2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;25;KR2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;26;M7;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;27;M8;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;28;M9;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;29;NDS3;N;числовой;2;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;30;HF3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;31;DT3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;32;KR3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;33;M10;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;34;M11;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;35;M12;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;36;NDS4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;37;HF;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;38;DT4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;39;KR4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/buhtmp.dbf;buhtmp.dbf;40;_NullFlags;0;системный (_NullFlags);1;0;системное, двоичное
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;1;IDENT_COD;N;числовой;7;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;2;N_DACH;C;символьный;15;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;3;N_DOGOVOR;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;4;RAYON;C;символьный;20;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;5;NAME_OF_ME;C;символьный;20;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;6;TIP_DACHI;C;символьный;10;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;7;F_NAME;C;символьный;20;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;8;L_NAME;C;символьный;20;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;9;FAMILY;C;символьный;25;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;10;CITY_1;C;символьный;20;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;11;POCT_INDEX;N;числовой;6;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;12;ADRESS;C;символьный;60;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;13;TELEFON;C;символьный;20;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;14;N_RESH;C;символьный;10;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;15;DAT_RESH;D;дата;8;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;16;S_OBSH;N;числовой;7;3;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;17;S_GILOY;N;числовой;7;3;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;18;DAT_DOG;D;дата;8;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;19;DAT_PRIV;D;дата;8;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;20;NU;N;числовой;2;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;21;PEREHOD;C;символьный;15;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;22;CHERT_1;C;символьный;25;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;23;CHERT_2;C;символьный;25;0;
ARXIV/UDH3/UDH3/none/ident3.BAK;ident3.BAK;24;PRIM;C;символьный;30;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;1;IDENT_COD;N;числовой;7;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;2;N_DACH;C;символьный;15;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;3;N_DOGOVOR;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;4;RAYON;C;символьный;20;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;5;NAME_OF_ME;C;символьный;20;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;6;TIP_DACHI;C;символьный;10;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;7;F_NAME;C;символьный;20;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;8;L_NAME;C;символьный;20;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;9;FAMILY;C;символьный;25;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;10;CITY_1;C;символьный;20;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;11;POCT_INDEX;N;числовой;6;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;12;ADRESS;C;символьный;60;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;13;TELEFON;C;символьный;20;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;14;N_RESH;C;символьный;10;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;15;DAT_RESH;D;дата;8;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;16;S_OBSH;N;числовой;7;3;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;17;S_GILOY;N;числовой;7;3;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;18;DAT_DOG;D;дата;8;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;19;DAT_PRIV;D;дата;8;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;20;NU;N;числовой;2;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;21;PEREHOD;C;символьный;15;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;22;CHERT_1;C;символьный;25;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;23;CHERT_2;C;символьный;25;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;24;PRIM;C;символьный;30;0;
ARXIV/UDH3/UDH3/none/ident3.dbf;ident3.dbf;25;CHANGE;D;дата;8;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;1;IDENT_COD;N;числовой;7;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;2;N_DOGOVOR;N;числовой;10;0;допускает NULL
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;3;N_DACH;C;символьный;15;0;допускает NULL
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;4;EXP_4;C;символьный;67;0;допускает NULL
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;5;EXP_5;C;символьный;82;0;допускает NULL
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;6;TELEFON;C;символьный;20;0;допускает NULL
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;7;SKIDKA;N;числовой;2;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;8;ZACHEM;C;символьный;15;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;9;S_GILOY;N;числовой;7;3;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;10;ST1M;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;11;DTG;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;12;KRG;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;13;NACHIS;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;14;M1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;15;M2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;16;M3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;17;NDS1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;18;HF1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;19;SKID1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;20;DT1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;21;KR1;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;22;M4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;23;M5;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;24;M6;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;25;NDS2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;26;HF2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;27;SKID2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;28;DT2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;29;KR2;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;30;M7;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;31;M8;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;32;M9;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;33;NDS3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;34;HF3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;35;SKID3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;36;DT3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;37;KR3;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;38;M10;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;39;M11;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;40;M12;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;41;NDS4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;42;HF4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;43;SKID4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;44;DT4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;45;KR4;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;46;DTI;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;47;KRI;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/local!buhtmp.dbf;local!buhtmp.dbf;48;_NullFlags;0;системный (_NullFlags);1;0;системное, двоичное
ARXIV/UDH3/UDH3/none/nameofmest.dbf;nameofmest.dbf;1;RAYON;C;символьный;20;0;
ARXIV/UDH3/UDH3/none/nameofmest.dbf;nameofmest.dbf;2;NAMEOFMEST;C;символьный;20;0;
ARXIV/UDH3/UDH3/none/nameofmest.dbf;nameofmest.dbf;3;N;N;числовой;2;0;
ARXIV/UDH3/UDH3/none/otchet.dbf;otchet.dbf;1;NN;N;числовой;2;0;
ARXIV/UDH3/UDH3/none/otchet.dbf;otchet.dbf;2;NAME_OF_ME;C;символьный;20;0;
ARXIV/UDH3/UDH3/none/otchet.dbf;otchet.dbf;3;PRIV_ZEM;C;символьный;5;0;
ARXIV/UDH3/UDH3/none/otchet.dbf;otchet.dbf;4;PRIV_GIL;C;символьный;5;0;
ARXIV/UDH3/UDH3/none/otchet.dbf;otchet.dbf;5;PEREHOD;C;символьный;5;0;
ARXIV/UDH3/UDH3/none/otchet.dbf;otchet.dbf;6;ZAKRITO;C;символьный;5;0;
ARXIV/UDH3/UDH3/none/otchet.dbf;otchet.dbf;7;DACH;C;символьный;5;0;
ARXIV/UDH3/UDH3/none/otchet.dbf;otchet.dbf;8;BSIH;C;символьный;5;0;
ARXIV/UDH3/UDH3/none/otchet.dbf;otchet.dbf;9;BTI;C;символьный;5;0;
ARXIV/UDH3/UDH3/none/otchet.dbf;otchet.dbf;10;DOKUM;C;символьный;5;0;
ARXIV/UDH3/UDH3/none/otchet.dbf;otchet.dbf;11;BTK;C;символьный;5;0;
ARXIV/UDH3/UDH3/none/otchet.dbf;otchet.dbf;12;DSK;C;символьный;5;0;
ARXIV/UDH3/UDH3/none/otchet.dbf;otchet.dbf;13;PODPIS;C;символьный;5;0;
ARXIV/UDH3/UDH3/none/otchet.dbf;otchet.dbf;14;REP;L;логический;1;0;
ARXIV/UDH3/UDH3/none/pict1.dbf;pict1.dbf;1;NAM;G;general (OLE);4;0;
ARXIV/UDH3/UDH3/none/pict1.dbf;pict1.dbf;2;RAYON;C;символьный;20;0;
ARXIV/UDH3/UDH3/none/pict1.dbf;pict1.dbf;3;NAMEOFMEST;C;символьный;20;0;
ARXIV/UDH3/UDH3/none/pict1.dbf;pict1.dbf;4;IND;C;символьный;50;0;
ARXIV/UDH3/UDH3/none/pict1.dbf;pict1.dbf;5;N_DACH;C;символьный;15;0;
ARXIV/UDH3/UDH3/none/pict1.dbf;pict1.dbf;6;N_DOGOVOR;N;числовой;10;0;
ARXIV/UDH3/UDH3/none/pict1.dbf;pict1.dbf;7;FL;C;символьный;30;0;
ARXIV/UDH3/UDH3/none/prim.dbf;prim.dbf;1;PRIM;C;символьный;30;0;
ARXIV/UDH3/UDH3/none/search.dbf;search.dbf;1;NN;N;числовой;4;0;
ARXIV/UDH3/UDH3/none/search.dbf;search.dbf;2;SDAT;D;дата;8;0;
ARXIV/UDH3/UDH3/none/search.dbf;search.dbf;3;V1S;C;символьный;254;0;
ARXIV/UDH3/UDH3/none/search.dbf;search.dbf;4;V2S;C;символьный;254;0;
ARXIV/UDH3/UDH3/none/search.dbf;search.dbf;5;PRIM;C;символьный;100;0;
