Путь;Имя файла;Версия;Формат;Изменена (по заголовку);Записей;Из них удалённых;Полей;Длина записи;Длина заголовка;Кодовая страница;Memo-файл;Индекс;База данных (DBC);Проверка размера
ARXIV/UDH3/Vfp98/Wizards/Template/Event Management/Data/payment methods.dbf;payment methods.dbf;0x30;Visual FoxPro;1997-06-09;5;0;3;56;392;1252 Windows ANSI;;Payment Methods.CDX;event management.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Event Management/Data/registration.dbf;registration.dbf;0x30;Visual FoxPro;1997-06-09;14;0;9;75;584;1252 Windows ANSI;;registration.cdx;event management.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Expenses/Data/employees.dbf;employees.dbf;0x30;Visual FoxPro;1997-06-09;3;0;16;523;808;1252 Windows ANSI;employees.fpt;employees.cdx;expenses.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Expenses/Data/expense categories.dbf;expense categories.dbf;0x30;Visual FoxPro;1997-06-09;5;0;3;59;392;1252 Windows ANSI;;Expense Categories.CDX;expenses.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Expenses/Data/expense details.dbf;expense details.dbf;0x30;Visual FoxPro;1997-06-09;6;0;6;79;488;1252 Windows ANSI;;Expense Details.CDX;expenses.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Expenses/Data/expense reports.dbf;expense reports.dbf;0x30;Visual FoxPro;1997-06-09;3;0;9;140;584;1252 Windows ANSI;expense reports.FPT;Expense Reports.CDX;expenses.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Household Inventory/Data/ROOMS.DBF;ROOMS.DBF;0x30;Visual FoxPro;1997-06-09;6;0;2;55;360;1252 Windows ANSI;;ROOMS.CDX;household inventory.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Household Inventory/Data/categories.dbf;categories.dbf;0x30;Visual FoxPro;1997-06-09;7;0;2;55;360;1252 Windows ANSI;;categories.cdx;household inventory.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Household Inventory/Data/household inventory.dbf;household inventory.dbf;0x30;Visual FoxPro;1997-06-09;10;0;15;300;776;1252 Windows ANSI;household inventory.FPT;Household Inventory.CDX;household inventory.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data/PRODUCTS.DBF;PRODUCTS.DBF;0x30;Visual FoxPro;1997-06-09;5;0;9;156;584;1252 Windows ANSI;PRODUCTS.FPT;PRODUCTS.CDX;inventory control.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data/categories.dbf;categories.dbf;0x30;Visual FoxPro;1997-06-09;8;0;2;55;360;1252 Windows ANSI;;categories.cdx;inventory control.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data/employees.dbf;employees.dbf;0x30;Visual FoxPro;1997-06-09;5;0;7;265;520;1252 Windows ANSI;;employees.cdx;inventory control.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data/inventory transactions.dbf;inventory transactions.dbf;0x30;Visual FoxPro;1997-06-09;20;0;10;49;616;1252 Windows ANSI;inventory transactions.FPT;Inventory Transactions.CDX;inventory control.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data/my company information.dbf;my company information.dbf;0x30;Visual FoxPro;1997-06-09;1;0;9;259;584;1252 Windows ANSI;my company information.FPT;My Company Information.CDX;inventory control.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data/purchase orders.dbf;purchase orders.dbf;0x30;Visual FoxPro;1997-06-09;5;0;11;91;648;1252 Windows ANSI;purchase orders.FPT;Purchase Orders.CDX;inventory control.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data/shipping methods.dbf;shipping methods.dbf;0x30;Visual FoxPro;1997-06-09;2;0;2;25;360;1252 Windows ANSI;;Shipping Methods.CDX;inventory control.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Inventory Control/Data/suppliers.dbf;suppliers.dbf;0x30;Visual FoxPro;1997-06-09;5;0;14;417;744;1252 Windows ANSI;suppliers.fpt;suppliers.cdx;inventory control.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data/ACCOUNTS.DBF;ACCOUNTS.DBF;0x30;Visual FoxPro;1997-06-17;9;0;4;109;424;1252 Windows ANSI;;ACCOUNTS.CDX;ledger.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data/account types.dbf;account types.dbf;0x30;Visual FoxPro;1997-06-17;4;0;2;55;360;1252 Windows ANSI;;account types.CDX;ledger.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Ledger/Data/transactions.dbf;transactions.dbf;0x30;Visual FoxPro;1997-06-17;23;0;8;42;552;1252 Windows ANSI;transactions.fpt;transactions.cdx;ledger.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/MEMBERS.DBF;MEMBERS.DBF;0x30;Visual FoxPro;1997-06-09;12;0;23;634;1032;1252 Windows ANSI;MEMBERS.FPT;MEMBERS.CDX;membership.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/PAYMENTS.DBF;PAYMENTS.DBF;0x30;Visual FoxPro;1997-06-09;14;0;8;117;552;1252 Windows ANSI;;PAYMENTS.CDX;membership.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/committeemembers.dbf;committeemembers.dbf;0x30;Visual FoxPro;1997-06-09;10;0;4;43;424;1252 Windows ANSI;;committeemembers.cdx;membership.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/committees.dbf;committees.dbf;0x30;Visual FoxPro;1997-06-09;2;0;3;59;392;1252 Windows ANSI;committees.fpt;committees.cdx;membership.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/membertypes.dbf;membertypes.dbf;0x30;Visual FoxPro;1997-06-09;3;0;3;63;392;1252 Windows ANSI;;membertypes.cdx;membership.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/my organization information.dbf;my organization information.dbf;0x30;Visual FoxPro;1997-06-09;1;0;11;267;648;1252 Windows ANSI;my organization information.FPT;My Organization Information.CDX;membership.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Membership/Data/payment methods.dbf;payment methods.dbf;0x30;Visual FoxPro;1997-06-09;4;0;3;56;392;1252 Windows ANSI;;Payment Methods.CDX;membership.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/TRACKS.DBF;TRACKS.DBF;0x30;Visual FoxPro;1997-06-09;12;0;5;83;456;1252 Windows ANSI;;TRACKS.CDX;music collection.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/music categories.dbf;music categories.dbf;0x30;Visual FoxPro;1997-06-09;5;0;2;55;360;1252 Windows ANSI;;Music Categories.CDX;music collection.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recording artists.dbf;recording artists.dbf;0x30;Visual FoxPro;1997-06-09;4;0;7;129;520;1252 Windows ANSI;recording artists.FPT;Recording Artists.CDX;music collection.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Music Collection/Data/recordings.dbf;recordings.dbf;0x30;Visual FoxPro;1997-06-09;7;0;11;131;648;1252 Windows ANSI;recordings.fpt;recordings.cdx;music collection.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/ORDERS.DBF;ORDERS.DBF;0x30;Visual FoxPro;1997-06-09;15;0;16;333;808;1252 Windows ANSI;ORDERS.FPT;ORDERS.CDX;order entry.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/PAYMENTS.DBF;PAYMENTS.DBF;0x30;Visual FoxPro;1997-06-09;14;0;8;117;552;1252 Windows ANSI;;PAYMENTS.CDX;order entry.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/PRODUCTS.DBF;PRODUCTS.DBF;0x30;Visual FoxPro;1997-06-09;10;0;3;63;392;1252 Windows ANSI;;PRODUCTS.CDX;order entry.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/customers.dbf;customers.dbf;0x30;Visual FoxPro;1997-06-09;3;0;12;389;680;1252 Windows ANSI;customers.fpt;customers.cdx;order entry.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/employees.dbf;employees.dbf;0x30;Visual FoxPro;1997-06-09;5;0;6;215;488;1252 Windows ANSI;;employees.cdx;order entry.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/my company information.dbf;my company information.dbf;0x30;Visual FoxPro;1997-06-09;1;0;12;275;680;1252 Windows ANSI;my company information.FPT;My Company Information.CDX;order entry.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/order details.dbf;order details.dbf;0x30;Visual FoxPro;1997-06-09;34;0;6;37;488;1252 Windows ANSI;;Order Details.CDX;order entry.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/payment methods.dbf;payment methods.dbf;0x30;Visual FoxPro;1997-06-09;4;0;3;56;392;1252 Windows ANSI;;Payment Methods.CDX;order entry.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Order Entry/Data/shipping methods.dbf;shipping methods.dbf;0x30;Visual FoxPro;1997-06-09;4;0;2;25;360;1252 Windows ANSI;;Shipping Methods.CDX;order entry.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photo locations.dbf;photo locations.dbf;0x30;Visual FoxPro;1997-06-09;5;0;2;55;360;1252 Windows ANSI;;Photo Locations.CDX;picture library.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/photographs.dbf;photographs.dbf;0x30;Visual FoxPro;1997-06-09;25;0;16;418;808;1252 Windows ANSI;photographs.fpt;photographs.cdx;picture library.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Picture Library/Data/rolls of film.dbf;rolls of film.dbf;0x30;Visual FoxPro;1997-06-09;5;0;10;226;616;1252 Windows ANSI;rolls of film.FPT;Rolls of Film.CDX;picture library.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/AUTO_IDS.DBF;AUTO_IDS.DBF;0x30;Visual FoxPro;1996-07-16;3;0;2;61;360;1252 Windows ANSI;;AUTO_IDS.CDX;recipes.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/FOODCAT.DBF;FOODCAT.DBF;0x30;Visual FoxPro;1996-06-18;6;0;2;55;360;1252 Windows ANSI;;FOODCAT.CDX;recipes.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/INGREDIE.DBF;INGREDIE.DBF;0x30;Visual FoxPro;1996-06-18;30;0;2;55;360;1252 Windows ANSI;;INGREDIE.CDX;recipes.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECINGRD.DBF;RECINGRD.DBF;0x30;Visual FoxPro;1996-07-16;29;0;5;275;456;1252 Windows ANSI;;RECINGRD.CDX;recipes.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Recipes/Data/RECIPES.DBF;RECIPES.DBF;0x30;Visual FoxPro;1996-07-16;5;0;12;934;680;1252 Windows ANSI;RECIPES.FPT;RECIPES.CDX;recipes.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/SCHEDULE.DBF;SCHEDULE.DBF;0x30;Visual FoxPro;1997-06-10;5;0;3;17;392;1252 Windows ANSI;;SCHEDULE.CDX;resource scheduling.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/customers.dbf;customers.dbf;0x30;Visual FoxPro;1997-06-10;5;0;13;419;712;1252 Windows ANSI;customers.fpt;customers.cdx;resource scheduling.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/resource types.dbf;resource types.dbf;0x30;Visual FoxPro;1997-06-10;6;0;2;55;360;1252 Windows ANSI;;Resource Types.CDX;resource scheduling.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/resources.dbf;resources.dbf;0x30;Visual FoxPro;1997-06-10;6;0;4;63;424;1252 Windows ANSI;resources.fpt;resources.cdx;resource scheduling.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Resource Scheduling/Data/schedule details.dbf;schedule details.dbf;0x30;Visual FoxPro;1997-06-10;26;0;6;30;488;1252 Windows ANSI;;Schedule Details.CDX;resource scheduling.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/PARTS.DBF;PARTS.DBF;0x30;Visual FoxPro;1997-06-10;5;0;4;67;424;1252 Windows ANSI;PARTS.FPT;PARTS.CDX;service call management.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/PAYMENTS.DBF;PAYMENTS.DBF;0x30;Visual FoxPro;1997-06-10;9;0;8;117;552;1252 Windows ANSI;;PAYMENTS.CDX;service call management.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/customers.dbf;customers.dbf;0x30;Visual FoxPro;1997-06-10;5;0;13;393;712;1252 Windows ANSI;customers.fpt;customers.cdx;service call management.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/employees.dbf;employees.dbf;0x30;Visual FoxPro;1997-06-10;5;0;7;223;520;1252 Windows ANSI;;employees.cdx;service call management.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/my company information.dbf;my company information.dbf;0x30;Visual FoxPro;1997-06-10;1;0;12;275;680;1252 Windows ANSI;my company information.FPT;My Company Information.CDX;service call management.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/payment methods.dbf;payment methods.dbf;0x30;Visual FoxPro;1997-06-10;5;0;3;56;392;1252 Windows ANSI;;Payment Methods.CDX;service call management.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/workorder labor.dbf;workorder labor.dbf;0x30;Visual FoxPro;1997-06-10;11;0;6;33;488;1252 Windows ANSI;workorder labor.FPT;Workorder Labor.CDX;service call management.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/workorder parts.dbf;workorder parts.dbf;0x30;Visual FoxPro;1997-06-10;14;0;5;29;456;1252 Windows ANSI;;Workorder Parts.CDX;service call management.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Service Call Management/Data/workorders.dbf;workorders.dbf;0x30;Visual FoxPro;1997-06-10;9;0;12;187;680;1252 Windows ANSI;workorders.fpt;workorders.cdx;service call management.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/CLASSES.DBF;CLASSES.DBF;0x30;Visual FoxPro;1997-06-16;3;0;11;159;648;1252 Windows ANSI;CLASSES.FPT;CLASSES.CDX;students and classes.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/RESULTS.DBF;RESULTS.DBF;0x30;Visual FoxPro;1997-06-16;70;0;5;22;456;1252 Windows ANSI;;RESULTS.CDX;students and classes.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/STUDENTS.DBF;STUDENTS.DBF;0x30;Visual FoxPro;1997-06-16;7;0;13;413;712;1252 Windows ANSI;STUDENTS.FPT;STUDENTS.CDX;students and classes.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/assignments.dbf;assignments.dbf;0x30;Visual FoxPro;1997-06-16;14;0;6;30;488;1252 Windows ANSI;assignments.fpt;assignments.cdx;students and classes.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/departments.dbf;departments.dbf;0x30;Visual FoxPro;1997-06-16;5;0;5;139;456;1252 Windows ANSI;;departments.cdx;students and classes.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/instructors.dbf;instructors.dbf;0x30;Visual FoxPro;1997-06-16;5;0;5;165;456;1252 Windows ANSI;;instructors.cdx;students and classes.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Students And Classes/Data/students and classes.dbf;students and classes.dbf;0x30;Visual FoxPro;1997-06-16;15;0;4;43;424;1252 Windows ANSI;;students and classes.CDX;students and classes.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/CLIENTS.DBF;CLIENTS.DBF;0x30;Visual FoxPro;1997-06-18;2;0;15;445;776;1252 Windows ANSI;CLIENTS.FPT;CLIENTS.CDX;time and billing.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/PAYMENTS.DBF;PAYMENTS.DBF;0x30;Visual FoxPro;1997-06-18;5;0;10;149;616;1252 Windows ANSI;;PAYMENTS.CDX;time and billing.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/PROJECTS.DBF;PROJECTS.DBF;0x30;Visual FoxPro;1997-06-18;4;0;10;123;616;1252 Windows ANSI;PROJECTS.FPT;PROJECTS.CDX;time and billing.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/employees.dbf;employees.dbf;0x30;Visual FoxPro;1997-06-18;5;0;16;479;808;1252 Windows ANSI;employees.fpt;employees.cdx;time and billing.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/expense codes.dbf;expense codes.dbf;0x30;Visual FoxPro;1997-06-18;5;0;3;36;392;1252 Windows ANSI;;expense codes.CDX;time and billing.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/my company information.dbf;my company information.dbf;0x30;Visual FoxPro;1997-06-18;1;0;12;269;680;1252 Windows ANSI;my company information.FPT;my company information.CDX;time and billing.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/payment methods.dbf;payment methods.dbf;0x30;Visual FoxPro;1997-06-18;4;0;4;57;424;1252 Windows ANSI;;payment methods.CDX;time and billing.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/time card expenses.dbf;time card expenses.dbf;0x30;Visual FoxPro;1997-06-18;8;0;8;38;552;1252 Windows ANSI;time card expenses.FPT;time card expenses.CDX;time and billing.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/time card hours.dbf;time card hours.dbf;0x30;Visual FoxPro;1997-06-18;21;0;9;46;584;1252 Windows ANSI;time card hours.FPT;time card hours.CDX;time and billing.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/time cards.dbf;time cards.dbf;0x30;Visual FoxPro;1997-06-18;5;0;4;18;424;1252 Windows ANSI;;time cards.CDX;time and billing.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Time And Billing/Data/work codes.dbf;work codes.dbf;0x30;Visual FoxPro;1997-06-18;5;0;3;36;392;1252 Windows ANSI;;work codes.CDX;time and billing.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Video Collection/Data/ACTORS.DBF;ACTORS.DBF;0x30;Visual FoxPro;1997-06-16;12;0;4;113;424;1252 Windows ANSI;;ACTORS.CDX;video collection.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Video Collection/Data/program types.dbf;program types.dbf;0x30;Visual FoxPro;1997-06-16;7;0;2;55;360;1252 Windows ANSI;;program types.CDX;video collection.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Video Collection/Data/programactorjoin.dbf;programactorjoin.dbf;0x30;Visual FoxPro;1997-06-16;11;0;3;13;392;1252 Windows ANSI;;programactorjoin.cdx;video collection.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Video Collection/Data/video programs.dbf;video programs.dbf;0x30;Visual FoxPro;1997-06-16;6;0;18;281;872;1252 Windows ANSI;video programs.FPT;video programs.CDX;video collection.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Video Collection/Data/videotapes.dbf;videotapes.dbf;0x30;Visual FoxPro;1997-06-16;5;0;2;9;360;1252 Windows ANSI;videotapes.fpt;videotapes.cdx;video collection.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Wine List/Data/wine list.dbf;wine list.dbf;0x30;Visual FoxPro;1997-06-16;5;0;14;295;744;1252 Windows ANSI;wine list.FPT;wine list.CDX;wine list.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Wine List/Data/wine purchases.dbf;wine purchases.dbf;0x30;Visual FoxPro;1997-06-16;26;0;8;95;552;1252 Windows ANSI;wine purchases.FPT;wine purchases.CDX;wine list.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Wine List/Data/wine types.dbf;wine types.dbf;0x30;Visual FoxPro;1997-06-16;4;0;2;55;360;1252 Windows ANSI;;wine types.CDX;wine list.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Workout/Data/UNITS.DBF;UNITS.DBF;0x30;Visual FoxPro;1997-06-16;5;0;2;35;360;1252 Windows ANSI;;UNITS.CDX;workout.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Workout/Data/WORKOUTS.DBF;WORKOUTS.DBF;0x30;Visual FoxPro;1997-06-16;5;0;3;17;392;1252 Windows ANSI;WORKOUTS.FPT;WORKOUTS.CDX;workout.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Workout/Data/exercise types.dbf;exercise types.dbf;0x30;Visual FoxPro;1997-06-16;4;0;2;55;360;1252 Windows ANSI;;exercise types.CDX;workout.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Workout/Data/exercises.dbf;exercises.dbf;0x30;Visual FoxPro;1997-06-16;20;0;8;91;552;1252 Windows ANSI;exercises.fpt;exercises.cdx;workout.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Workout/Data/workout details.dbf;workout details.dbf;0x30;Visual FoxPro;1997-06-16;28;0;7;41;520;1252 Windows ANSI;;workout details.CDX;workout.dbc;ok
ARXIV/UDH3/Vfp98/Wizards/Template/Workout/Data/workout history.dbf;workout history.dbf;0x30;Visual FoxPro;1997-06-16;6;0;4;21;424;1252 Windows ANSI;workout history.FPT;workout history.CDX;workout.dbc;ok
