Путь;Имя файла;№ листа;Имя листа;Видимость;Строка заголовка;№ колонки;Буква колонки;Заголовок колонки
ARXIV/PROTOKOLLAR baza bağ.xls;PROTOKOLLAR baza bağ.xls;1;Лист1;visible;2;4;D;BTK
ARXIV/PROTOKOLLAR baza bağ.xls;PROTOKOLLAR baza bağ.xls;1;Лист1;visible;2;5;E;Orderin nömrəsi
ARXIV/PROTOKOLLAR baza bağ.xls;PROTOKOLLAR baza bağ.xls;1;Лист1;visible;2;6;F;Bağ nömrəsi
ARXIV/PROTOKOLLAR baza bağ.xls;PROTOKOLLAR baza bağ.xls;1;Лист1;visible;2;7;G;Qeyd (son235)
ARXIV/Pasport ƏMDK-əsas.xls;Pasport ƏMDK-əsas.xls;1;Лист1;visible;1;1;A;Sıra nömrəsi
ARXIV/Pasport ƏMDK-əsas.xls;Pasport ƏMDK-əsas.xls;1;Лист1;visible;1;2;B;Ünvan
ARXIV/Pasport ƏMDK-əsas.xls;Pasport ƏMDK-əsas.xls;1;Лист1;visible;1;3;C;Mülkiyyətçi
ARXIV/Pasport ƏMDK-əsas.xls;Pasport ƏMDK-əsas.xls;1;Лист1;visible;1;4;D;Tabeçiliyində olduğu təşkilatın adı
ARXIV/Pasport ƏMDK-əsas.xls;Pasport ƏMDK-əsas.xls;1;Лист1;visible;1;5;E;Ümumi sahə kv
ARXIV/Pasport ƏMDK-əsas.xls;Pasport ƏMDK-əsas.xls;1;Лист1;visible;1;6;F;Əsas sahə kv
ARXIV/Pasport ƏMDK-əsas.xls;Pasport ƏMDK-əsas.xls;1;Лист1;visible;1;7;G;İnventar və tərtib edilmə tarixi
ARXIV/Pasport ƏMDK-əsas.xls;Pasport ƏMDK-əsas.xls;1;Лист1;visible;1;8;H;Qovluq nömrəsi
ARXIV/Pasport ƏMDK-əsas.xls;Pasport ƏMDK-əsas.xls;1;Лист1;visible;1;9;I;Qeyd
ARXIV/YOLDASHLIQ SIYAHISI.xls;YOLDASHLIQ SIYAHISI.xls;1;Лист3;visible;2;1;A;İdarə, müəssisə və yoldaşlığın adı
ARXIV/YOLDASHLIQ SIYAHISI.xls;YOLDASHLIQ SIYAHISI.xls;1;Лист3;visible;2;2;B;`
ARXIV/YOLDASHLIQ SIYAHISI.xls;YOLDASHLIQ SIYAHISI.xls;1;Лист3;visible;2;3;C;Bağ massivinin adı
ARXIV/YOLDASHLIQ SIYAHISI.xls;YOLDASHLIQ SIYAHISI.xls;1;Лист3;visible;2;4;D;Üzvlərin sayı
ARXIV/YOLDASHLIQ SIYAHISI.xls;YOLDASHLIQ SIYAHISI.xls;1;Лист3;visible;2;5;E;Sıra sayı
ARXIV/YOLDASHLIQ SIYAHISI.xls;YOLDASHLIQ SIYAHISI.xls;1;Лист3;visible;2;6;F;Qərar
ARXIV/YOLDASHLIQ SIYAHISI.xls;YOLDASHLIQ SIYAHISI.xls;1;Лист3;visible;2;7;G;N
ARXIV/YOLDASHLIQ SIYAHISI.xls;YOLDASHLIQ SIYAHISI.xls;1;Лист3;visible;2;8;H;siyahı
ARXIV/YOLDASHLIQ SIYAHISI.xls;YOLDASHLIQ SIYAHISI.xls;1;Лист3;visible;2;9;I;ayrıc aktı
ARXIV/order.xlsx;order.xlsx;2;Лист1;visible;2;1;A;Sıra nömrəsi
ARXIV/order.xlsx;order.xlsx;2;Лист1;visible;2;2;B;Soyadı, adı, ata adı
ARXIV/order.xlsx;order.xlsx;2;Лист1;visible;2;3;C;Ərazi
ARXIV/order.xlsx;order.xlsx;2;Лист1;visible;2;4;D;BTK
ARXIV/order.xlsx;order.xlsx;2;Лист1;visible;2;5;E;Orderin nömrəsi
ARXIV/order.xlsx;order.xlsx;2;Лист1;visible;2;6;F;Bağ nömrəsi
ARXIV/order.xlsx;order.xlsx;2;Лист1;visible;2;7;G;Qeyd
ARXIV/Fərdi yaş və qarajlar/Balaxanı həy evi.xls;Balaxanı həy evi.xls;1;Sheet1;visible;1;1;A;Opis
ARXIV/Fərdi yaş və qarajlar/Balaxanı həy evi.xls;Balaxanı həy evi.xls;1;Sheet1;visible;1;2;B;Adı soy adı
ARXIV/Fərdi yaş və qarajlar/Balaxanı həy evi.xls;Balaxanı həy evi.xls;1;Sheet1;visible;1;3;C;Qəsəbə
ARXIV/Fərdi yaş və qarajlar/Balaxanı həy evi.xls;Balaxanı həy evi.xls;1;Sheet1;visible;1;4;D;Ünvan
ARXIV/Fərdi yaş və qarajlar/Balaxanı həy evi.xls;Balaxanı həy evi.xls;1;Sheet1;visible;1;5;E;ev №
ARXIV/Fərdi yaş və qarajlar/Balaxanı həy evi.xls;Balaxanı həy evi.xls;1;Sheet1;visible;1;6;F;Əlavə məlumat
ARXIV/Fərdi yaş və qarajlar/Balaxanı həy evi.xls;Balaxanı həy evi.xls;1;Sheet1;visible;1;7;G;Əlavə məlumat
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;1;Bilgəh;visible;1;1;A;Opis
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;1;Bilgəh;visible;1;2;B;Adı soy adı
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;1;Bilgəh;visible;1;3;C;Qəsəbə
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;1;Bilgəh;visible;1;4;D;Ünvan
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;1;Bilgəh;visible;1;5;E;ev №
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;1;Bilgəh;visible;1;6;F;Əlavə məlumat
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;1;Bilgəh;visible;1;7;G;Əlavə məlumat
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;2;Bakıxanov;visible;2;1;A;Opis
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;2;Bakıxanov;visible;2;2;B;Adı soy adı
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;2;Bakıxanov;visible;2;3;C;Qəsəbə
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;2;Bakıxanov;visible;2;4;D;Ünvan
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;2;Bakıxanov;visible;2;5;E;ev №
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;2;Bakıxanov;visible;2;6;F;Əlavə məlumat
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;2;Bakıxanov;visible;2;7;G;Əlavə məlumat
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;3;Bakıxanov ss;visible;4;1;A;Opis
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;3;Bakıxanov ss;visible;4;2;B;Adı soy adı
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;3;Bakıxanov ss;visible;4;3;C;Qəsəbə
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;3;Bakıxanov ss;visible;4;4;D;Ünvan
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;3;Bakıxanov ss;visible;4;5;E;ev №
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;3;Bakıxanov ss;visible;4;6;F;Əlavə məlumat
ARXIV/Fərdi yaş və qarajlar/Bilqəh-Bakıx həy evi.xls;Bilqəh-Bakıx həy evi.xls;3;Bakıxanov ss;visible;4;7;G;Əlavə məlumat
ARXIV/Fərdi yaş və qarajlar/Bülbülə həy evi.xls;Bülbülə həy evi.xls;1;Sheet1;visible;1;1;A;Opis
ARXIV/Fərdi yaş və qarajlar/Bülbülə həy evi.xls;Bülbülə həy evi.xls;1;Sheet1;visible;1;2;B;Adı soy adı
ARXIV/Fərdi yaş və qarajlar/Bülbülə həy evi.xls;Bülbülə həy evi.xls;1;Sheet1;visible;1;3;C;Qəsəbə
ARXIV/Fərdi yaş və qarajlar/Bülbülə həy evi.xls;Bülbülə həy evi.xls;1;Sheet1;visible;1;4;D;Ünvan
ARXIV/Fərdi yaş və qarajlar/Bülbülə həy evi.xls;Bülbülə həy evi.xls;1;Sheet1;visible;1;5;E;ev №
ARXIV/Fərdi yaş və qarajlar/Bülbülə həy evi.xls;Bülbülə həy evi.xls;1;Sheet1;visible;1;6;F;Əlavə məlumat
ARXIV/Fərdi yaş və qarajlar/Bülbülə həy evi.xls;Bülbülə həy evi.xls;1;Sheet1;visible;1;7;G;Əlavə məlumat
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;1;Yasamal;visible;4;1;A;№
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;1;Yasamal;visible;4;2;B;Ad və Soyad
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;1;Yasamal;visible;4;3;C;Rayon
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;1;Yasamal;visible;4;4;D;Küçə
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;1;Yasamal;visible;4;5;E;ev №
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;1;Yasamal;visible;4;6;F;əlavə
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;2;Nəsimi;visible;6;1;A;№
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;2;Nəsimi;visible;6;2;B;Ad və Soyad
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;2;Nəsimi;visible;6;3;C;Rayon
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;2;Nəsimi;visible;6;4;D;Küçə
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;2;Nəsimi;visible;6;5;E;ev №
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;2;Nəsimi;visible;6;6;F;əlavə
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;3;Nərimanov;visible;6;1;A;№
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;3;Nərimanov;visible;6;2;B;Ad və Soyad
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;3;Nərimanov;visible;6;3;C;Rayon
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;3;Nərimanov;visible;6;4;D;Küçə
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;3;Nərimanov;visible;6;5;E;ev №
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;3;Nərimanov;visible;6;6;F;əlavə
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;4;Səbail;visible;6;1;A;№
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;4;Səbail;visible;6;2;B;Ad və Soyad
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;4;Səbail;visible;6;3;C;Rayon
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;4;Səbail;visible;6;4;D;Küçə
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;4;Səbail;visible;6;5;E;ev №
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;4;Səbail;visible;6;6;F;əlavə
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;5;Nizami;visible;5;1;A;№
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;5;Nizami;visible;5;2;B;Ad və Soyad
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;5;Nizami;visible;5;3;C;Rayon
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;5;Nizami;visible;5;4;D;Küçə
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;5;Nizami;visible;5;5;E;ev №
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;5;Nizami;visible;5;6;F;əlavə
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;6;Xətai;visible;7;1;A;№
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;6;Xətai;visible;7;2;B;Ad və Soyad
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;6;Xətai;visible;7;3;C;Rayon
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;6;Xətai;visible;7;4;D;Küçə
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;6;Xətai;visible;7;5;E;ev №
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;6;Xətai;visible;7;6;F;əlavə
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;7;Əhmədli;visible;7;1;A;№
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;7;Əhmədli;visible;7;2;B;Ad və Soyad
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;7;Əhmədli;visible;7;3;C;Rayon
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;7;Əhmədli;visible;7;4;D;Küçə
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;7;Əhmədli;visible;7;5;E;ev №
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;7;Əhmədli;visible;7;6;F;əlavə
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;8;Dmitrov;visible;6;1;A;№
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;8;Dmitrov;visible;6;2;B;Ad və Soyad
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;8;Dmitrov;visible;6;3;C;Rayon
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;8;Dmitrov;visible;6;4;D;Küçə
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;8;Dmitrov;visible;6;5;E;ev №
ARXIV/Fərdi yaş və qarajlar/Fərdi yaş ev.SS.xlsx;Fərdi yaş ev.SS.xlsx;8;Dmitrov;visible;6;6;F;əlavə
ARXIV/Fərdi yaş və qarajlar/Hövsan həy evi.xls;Hövsan həy evi.xls;1;Sheet1;visible;1;1;A;Opis
ARXIV/Fərdi yaş və qarajlar/Hövsan həy evi.xls;Hövsan həy evi.xls;1;Sheet1;visible;1;2;B;Adı soy adı
ARXIV/Fərdi yaş və qarajlar/Hövsan həy evi.xls;Hövsan həy evi.xls;1;Sheet1;visible;1;3;C;Qəsəbə
ARXIV/Fərdi yaş və qarajlar/Hövsan həy evi.xls;Hövsan həy evi.xls;1;Sheet1;visible;1;4;D;Ünvan
ARXIV/Fərdi yaş və qarajlar/Hövsan həy evi.xls;Hövsan həy evi.xls;1;Sheet1;visible;1;5;E;ev №
ARXIV/Fərdi yaş və qarajlar/Hövsan həy evi.xls;Hövsan həy evi.xls;1;Sheet1;visible;1;6;F;Əlavə məlumat
ARXIV/Fərdi yaş və qarajlar/Hövsan həy evi.xls;Hövsan həy evi.xls;1;Sheet1;visible;1;7;G;Əlavə məlumat
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;1;Bilgəh;visible;1;1;A;İnventar
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;1;Bilgəh;visible;1;2;B;T/p nöm
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;1;Bilgəh;visible;1;3;C;Ad.Soyad ata adı
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;1;Bilgəh;visible;1;4;D;Qəsəbə
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;1;Bilgəh;visible;1;5;E;Ünvan
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;2;Balaxanı;visible;1;1;A;İnv
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;2;Balaxanı;visible;1;2;B;N t/p
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;2;Balaxanı;visible;1;3;C;Ad Soyad - Ata adı
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;2;Balaxanı;visible;1;4;D;Qəsəbə
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;2;Balaxanı;visible;1;5;E;Küçə adı
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;2;Balaxanı;visible;1;6;F;Ev
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;2;Balaxanı;visible;1;7;G;dal/dön
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;2;Balaxanı;visible;1;8;H;Məlumat
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;2;Balaxanı;visible;1;9;I;Əlavə
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;3;Zabrat;visible;1;1;A;İnv
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;3;Zabrat;visible;1;2;B;N t/p
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;3;Zabrat;visible;1;3;C;Ad Soyad - Ata adı
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;3;Zabrat;visible;1;4;D;Qəsəbə
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;3;Zabrat;visible;1;5;E;Küçə adı
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;3;Zabrat;visible;1;6;F;Ev
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;3;Zabrat;visible;1;7;G;dal/dön
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;3;Zabrat;visible;1;8;H;Məlumat
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;3;Zabrat;visible;1;9;I;Əlavə
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;4;Maşdağa;visible;1;1;A;İnv
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;4;Maşdağa;visible;1;2;B;N t/p
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;4;Maşdağa;visible;1;3;C;Ad Soyad - Ata adı
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;4;Maşdağa;visible;1;4;D;Qəsəbə
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;4;Maşdağa;visible;1;5;E;Küçə adı
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;4;Maşdağa;visible;1;6;F;Ev
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;4;Maşdağa;visible;1;7;G;dal/dön
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;4;Maşdağa;visible;1;8;H;Məlumat
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;4;Maşdağa;visible;1;9;I;Əlavə
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;5;Dimitrov.Jdanova.Əbilov.Puta;visible;1;1;A;İnv
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;5;Dimitrov.Jdanova.Əbilov.Puta;visible;1;2;B;N t/p
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;5;Dimitrov.Jdanova.Əbilov.Puta;visible;1;3;C;Ad Soyad - Ata adı
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;5;Dimitrov.Jdanova.Əbilov.Puta;visible;1;4;D;Qəsəbə
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;5;Dimitrov.Jdanova.Əbilov.Puta;visible;1;5;E;Küçə adı
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;5;Dimitrov.Jdanova.Əbilov.Puta;visible;1;6;F;Ev
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;5;Dimitrov.Jdanova.Əbilov.Puta;visible;1;7;G;dal/dön
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;6;Zirə;visible;1;1;A;İnv
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;6;Zirə;visible;1;2;B;N t/p
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;6;Zirə;visible;1;3;C;Ad Soyad - Ata adı
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;6;Zirə;visible;1;4;D;Qəsəbə
ARXIV/Fərdi yaş və qarajlar/Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;Köhnə Texniki-pasportlar (qutuda olanlar).xlsx;6;Zirə;visible;1;5;E;Küçə adı
